	Unnamed: 0	date	time	tweet	label
461	461	2012-10-16 00:00:00	21:08:34-05:00	b'If Obama is the Joker.... Romney is Two-Face.'	0
462	462	2012-10-16 00:00:00	21:07:39-05:00	b'Mitt Romney got adhd, he was waayyyy off topic'	-1
463	463	2012-10-16 00:00:00	21:08:04-05:00	b'Candy tells Romney to Sit. Down. #thankyouCandy #debate'	-1
464	464	2012-10-16 00:00:00	21:02:34-05:00	b'Romney is like that one g0l in every grade that NOONE LIKES.'	-1
465	465	2012-10-16 00:00:00	21:09:41-05:00	b'Romney ass is a bitchh he DNT be talkin about SHYT relevant'	-1
466	466	2012-10-16 00:00:00	21:09:41-05:00	b'obamas like IMA LET YOU FINISH and romneys like psh i am a queen'	-1
467	467	2012-10-16 00:00:00	21:02:26-05:00	b'Romney just the other week called immigrants the others. He has no plan for them.'	-1
468	468	2012-10-16 00:00:00	21:07:51-05:00	b'For a second there it was like Romney was going to give Obama investment advice.'	0
469	469	2012-10-16 00:00:00	21:08:29-05:00	b'The Obama administration has spent trillions to bail this country out of the horrible decisions made by people like me. - Mitt Romney'	0
470	470	2012-10-16 00:00:00	21:09:43-05:00	b'Romney, you were talking about immigration remember. Please have several seats.'	-1
471	471	2012-10-16 00:00:00	21:06:44-05:00	b'Romney is so unprofessional'	-1
472	472	2012-10-16 00:00:00	21:27:16-05:00	b'Romney was for shipping American jobs to China before he was against it. #debate'	-1
473	473	2012-10-16 00:00:00	21:26:44-05:00	b'so the answer to gun violence is no single moms? Thanks Romney.  #debate'	-1
474	474	2012-10-16 00:00:00	21:31:53-05:00	b'Our America is middle class America. Our America is young America. Romney is trying to eliminate these things. Which is why he will not win.'	-1
475	475	2012-10-16 00:00:00	21:26:25-05:00	b'This isnt so bad for Romney.  He can easily win this without single moms, immigrants, the middle class or all women. #debate'	-1
476	476	2012-10-16 00:00:00	21:31:24-05:00	b'Romney is like a broken record..'	-1
477	477	2012-10-16 00:00:00	21:25:30-05:00	b'A Romney presidency would be great unless youre poor, gay, Mexican, Black, a woman, a student, or a dog. #debates #leadfromwithin'	-1
478	478	2012-10-16 00:00:00	21:32:01-05:00	b'Romney thinks violence is caused by single moms . No boo , I was raised by a single mom along wit others I kno . & we dont rely on violence'	-1
479	479	2012-10-16 00:00:00	21:25:33-05:00	b'Audience member: Mitt Romney, do you like steak? Mitt Romney: Blue is my favorite color. #debates'	-1
480	480	2012-10-16 00:00:00	21:24:55-05:00	b'Romney got from the 2nd amendment to out-of-wedlock children faster than Paul Ryan didnt run that marathon.'	-1
481	481	2012-10-16 00:00:00	21:22:04-05:00	b'Romney you dont know the struggle of growing up in a single parent home..'	-1
482	482	2012-10-16 00:00:00	21:25:27-05:00	b'Mitts unsure about his gun policy, so he wants to talk about something he knows a lot about: women.'	-1
483	483	2012-10-16 00:00:00	21:22:50-05:00	b'Mr Romney, what color is grass?   Mitt Romney: when the president took office...grass was something that needed to be cut, I love eggs...'	-1
484	484	2012-10-16 00:00:00	21:32:06-05:00	b'So this debate is kinda making me pro #Romney #we0d'	-1
485	485	2012-10-16 00:00:00	21:31:00-05:00	b'Romney looks creepy AF just sitting on that cha0, smiling like a pyscho!!! 0_o'	-1
486	486	2012-10-16 00:00:00	21:30:00-05:00	b'Romney keep saying If I was president... And When I become president BITCH!!!!! Youre not gonna be the President!!!'	-1
487	487	2012-10-16 00:00:00	21:29:43-05:00	b'Of course Mitt blames single moms. Republicans believe everything unfortunate that happens to women is the0 fault.'	-1
488	488	2012-10-16 00:00:00	21:22:12-05:00	b'Wait. Romney is talking about two parent households on a AK-47 question? Now he pivots to Fast & Furious. Mitt is LOST.'	-1
489	489	2012-10-16 00:00:00	21:32:14-05:00	b'Romney just looks at Obama like yeah I fucked up'	1
490	490	2012-10-16 00:00:00	21:27:10-05:00	b'Romney, Fuck around with yo fuck around, till you fuck around and get NO votes.'	-1
491	491	2012-10-16 00:00:00	21:09:15-05:00	b'#Romney cant even follow debate instructions, HOW CAN HE RUN A COUNTRY'	-1
492	492	2012-10-16 00:00:00	21:28:12-05:00	b'Romney said if you dont know your daddy, you aint shit...cause your mama cant raise you.'	-1
493	493	2012-10-16 00:00:00	21:24:14-05:00	b'Romney: Guns dont kill people, slutty moms do.'	-1
494	494	2012-10-16 00:00:00	21:17:01-05:00	b'Only piece of advice Romney should be giving the president...is how to run an Olympic committee not a country! #FB'	-1
495	495	2012-10-16 00:00:00	21:31:31-05:00	b'Mitt Romney completely lied on his stance on contraceptionhe would put your boss between women&the0 docs #SketchyDeal'	-1
496	496	2012-10-16 00:00:00	21:13:01-05:00	b'Romney wat is 1+1?  Romney: Ive been doin 1+1 all my life, I Owned businesses, I saw Jesus, pres obama never saw jesus.  Bitch say 2!'	1
497	497	2012-10-16 00:00:00	21:31:24-05:00	b'Romney just keeps saying what he WANTS to do. Not what hes GOING to do.'	-1
498	498	2012-10-16 00:00:00	21:25:16-05:00	b'Romney will change the name of assault weapons to really good hunting rifles.'	-1
499	499	2012-10-16 00:00:00	21:32:20-05:00	b'Yes, Romney, I see that face. But its true, you HAVE been called the pioneer of outsourcing.'	-1
500	500	2012-10-16 00:00:00	21:32:27-05:00	b'The more I hear Mitt Romney talk the more liberal and binder-y I become. #debate'	-1
501	501	2012-10-16 00:00:00	21:28:43-05:00	b'Anyone else starting to think Romney may be the antichrist?'	-1
502	502	2012-10-16 00:00:00	21:32:28-05:00	b'Mitt Romney is the new Sarah Palin! Im just talking to hear my voice so I know Im here... what was the question?'	-1
503	503	2012-10-16 00:00:00	21:32:29-05:00	b'Cant fucking stand Romneys ugly ass smerk in the backround'	-1
504	504	2012-10-16 00:00:00	21:07:11-05:00	b'Romney is such a d0t bag.'	-1
505	505	2012-10-16 00:00:00	21:32:29-05:00	b'Im so t0ed of mitt romneys voice goodnight'	-1
506	506	2012-10-16 00:00:00	21:32:31-05:00	b'I think Romney would run a good company NOT a good COUNTRY!!!'	-1
507	507	2012-10-16 00:00:00	21:30:50-05:00	b'Mitt Romney reminds me of the guy in high school who only has friends because his parents have a swimming pool #debates #debate2012'	-1
508	508	2012-10-16 00:00:00	21:13:17-05:00	b'MR. ROMNEY How do u spell dog?  Well u see, dog is an easy word, while getting a burger in AL, a family came to me and said i lost my dog...'	-1
509	509	2012-10-16 00:00:00	21:32:33-05:00	b'Trickle down government- WTF does that even mean? Idiotic and makes no sense. Oh right, like #Romney'	-1
510	510	2012-10-16 00:00:00	21:32:35-05:00	b'Romney doesnt know his facts. Obama politely steps in and corrects him. #bate'	0
511	511	2012-10-16 00:00:00	21:23:14-05:00	b'So basically single mothers raise killers and dope boys? Work,Mitt.'	-1
512	512	2012-10-16 00:00:00	21:14:52-05:00	b'Mitt Romney is like a Best Buy employee trying to sell you something he cannot fully explain. #debate #debate'	-1
513	513	2012-10-16 00:00:00	21:38:47-05:00	b'When OBAMA talks : I hear Knowledge The TRUTH & see a 2nd term!   When Romney Talks : all I hear is CHINA CHINA ,CHINA BULLSHIT CHINA BULL'	0
514	514	2012-10-16 00:00:00	21:46:28-05:00	b'Romney what color is the sky? Romney: Thats a very good question. We had a sky back when I governed Massachusetts. I like flowers.'	-1
515	515	2012-10-16 00:00:00	21:53:36-05:00	b'Romney was solid again. Obamas aggressiveness wont change a thing.  He cannot run from his record, which Romney pounded consistently.'	1
516	516	2012-10-16 00:00:00	22:09:16-05:00	b'Romney said he was given binders full of women. damn when they ton give me binders full of women. binders nigga. binders b'	-1
517	517	2012-10-16 00:00:00	21:53:36-05:00	b'Romney was solid again. Obamas aggressiveness wont change a thing.  He cannot run from his record, which Romney pounded consistently.'	1
518	518	2012-10-16 00:00:00	21:51:48-05:00	b'Romney strikes me as a man without empathy. It may even be a pathology. Not a good quality in a leader. #2012Debate'	-1
519	519	2012-10-16 00:00:00	22:09:20-05:00	b'Obama clearly won this one! He won the fact check! Romneys always been a liar:) #romneysucks!'	0
520	520	2012-10-16 00:00:00	21:22:26-05:00	b'BINGO. Romney hits Fast and Furious. #debate #finally'	1
521	521	2012-10-16 00:00:00	22:00:00-05:00	b'Mitt Romney says that people who are voting for Barack Obama dont work & dont pay taxes. I guess that means Romney is voting for Obama.'	-1
522	522	2012-10-16 00:00:00	21:57:45-05:00	b'Romney look like he belong in a Viagra Commercial...'	-1
523	523	2012-10-16 00:00:00	21:18:06-05:00	b'I dont care what you think, Romney wants the rich to get richer, and the poor to get poorer. Equal America is not on his list.'	-1
524	524	2012-10-16 00:00:00	21:24:35-05:00	b'Romney is right that family breakdown intensifies poverty: helping couples stay married is useful in fighting poverty.'	1
525	525	2012-10-16 00:00:00	21:54:21-05:00	b'Lets all just remember Mitt Romney is good for women because he once h0ed one and let her leave early so she could make dinner.'	1
526	526	2012-10-16 00:00:00	22:03:13-05:00	b'Wanna hear a joke? Mitt Romney.'	-1
527	527	2012-10-16 00:00:00	21:29:04-05:00	b'Romney will piss China off if he labels them in a negative way. Dont bite the hand that feeds you, s0 #debate'	-1
528	528	2012-10-16 00:00:00	21:43:20-05:00	b'I feel like Obama is for all Americans, but Romney is only for a select group..'	0
529	529	2012-10-16 00:00:00	22:05:10-05:00	b'I score it Romney in a squeeker. POTUS landed great body shots. But Romney drew blood on some key issues, that got POTUS real aggitated.'	-1
530	530	2012-10-16 00:00:00	22:09:39-05:00	b'I love you Obama!!!!Romney looks grumpy tonite and ambiguous!!!!!'	-1
531	531	2012-10-16 00:00:00	22:05:37-05:00	b'Mitt Romney is a humanitarian as long as you dont consider women humans. #debates #debate2012'	-1
532	532	2012-10-16 00:00:00	22:09:47-05:00	b'I am Romney and BarackObama just dunk on me'	0
533	533	2012-10-16 00:00:00	22:09:48-05:00	b'i wonder if the people who like romney actually know hes a homophobic racist sexist asswipe and just choose to ignore it.'	-1
534	534	2012-10-16 00:00:00	21:49:43-05:00	b'Romney got 3 less minutes and had to debate Candy Crowley,  he still out performed both of them.'	1
535	535	2012-10-16 00:00:00	21:41:16-05:00	b'Romney d0ected his answers to everyone. Obamas were geared toward his base.'	0
536	536	2012-10-16 00:00:00	22:15:59-05:00	b'That awkward moment when Mitt Romney gets fact checked to his face on live television.'	-1
537	537	2012-10-16 00:00:00	21:36:43-05:00	b'Mitt blames Obama for people saying he doesnt care about 100% of Americans, but it was Mitt who said he didnt care for 47% of them.'	0
538	538	2012-10-16 00:00:00	21:42:54-05:00	b'Winner:  Romney.  But Obama did better than a corpse (i.e., himself last time), so MSM will give it to him. #debates #teaparty #tcot'	-1
539	539	2012-10-16 00:00:00	22:19:22-05:00	b'I love how Romney was like i care about 100% of the people. you literally just said 47% of the people pretend to be victims. get it together'	-1
540	540	2012-10-16 00:00:00	21:56:36-05:00	b'mitt looks very presidential to me when I mute the tv, close my left eye and look at him with only 47% of my right eye open!'	-1
541	541	2012-10-16 00:00:00	21:26:25-05:00	b'This isnt so bad for Romney.  He can easily win this without single moms, immigrants, the middle class or all women. #debate'	-1
542	542	2012-10-16 00:00:00	21:42:45-05:00	b'Romney just won me over! Done! Lets go vote!'	0
543	543	2012-10-16 00:00:00	22:19:04-05:00	b'Romney will show you his plan if hes elected.. And someones uncle will show you the candy if you get in the white van.. Enough said.'	-1
544	544	2012-10-16 00:00:00	22:18:23-05:00	b'Romney talks about women like hes never met one in his life.'	-1
545	545	2012-10-16 00:00:00	21:38:22-05:00	b'Mitt Romney says Government does notcreate jobs so put me in charge and ill prove it? #Debate'	-1
546	546	2012-10-16 00:00:00	22:18:25-05:00	b'If Mitt Romney cant address the questions that the moderator asks, how will he address the issues that our nation faces ? #WeWantAnswers'	-1
547	547	2012-10-16 00:00:00	21:27:36-05:00	b'Mittjust said hell create more jobs but not with trickle down govt. I dont think he understands how that works bcuz thats his PLAN'	-1
548	548	2012-10-16 00:00:00	22:18:26-05:00	b'Mitt Romney got caught LYING during the #debate by moderator Candy Crowley'	-1
549	549	2012-10-16 00:00:00	22:19:44-05:00	b'Any woman who votes for Romney must hate her rights, and have no self-respect. #ignorant'	-1
550	550	2012-10-16 00:00:00	22:19:46-05:00	b'Hands down Romney got his ass handed to him on a presidential platter! 4 more years!!!!!!!!'	-1
551	551	2012-10-16 00:00:00	22:19:48-05:00	b'Im so confused as to what Romneys plan is, it changes every time.'	-1
552	552	2012-10-16 00:00:00	22:05:37-05:00	b'Mitt Romney is a humanitarian as long as you dont consider women humans. #debates #debate2012'	-1
553	553	2012-10-16 00:00:00	22:19:59-05:00	b'I dont think enough people touch on the fact that Romney acts just like a bully.'	-1
554	554	2012-10-16 00:00:00	22:20:01-05:00	b'Mitt clearly wins on content.  Obama still has nothing, but he said it louder this time...'	1
555	555	2012-10-16 00:00:00	22:20:02-05:00	b'also romney stop saying you made the Massachusetts education what it was... we all know that was #devalpatrick #tryagain #romneywho?'	-1
556	556	2012-10-16 00:00:00	22:20:04-05:00	b'Romneys opinions are simply 0relevant  like your gone lose the election why even bother competing against my homeboy Obama?'	0
557	557	2012-10-16 00:00:00	21:01:34-05:00	b'Romneys body language and condescending tone towards women (including the moderator) shows the mindset of his sexist policies.'	-1
558	558	2012-10-16 00:00:00	22:20:05-05:00	b'Romney shot himself in the foot by asking obama about his pension #pensionenvy'	-1
559	559	2012-10-16 00:00:00	22:13:33-05:00	b'I h0ed a woman once. Mitt Romney you are a true modern day feminist ugh props to you bravo etc'	-1
560	560	2012-10-16 00:00:00	22:20:06-05:00	b'Ha ha this part of the debate is such a slap in the face to Romney. Obama has a great point about a sketchy deal. #PDSLive'	0
561	561	2012-10-16 00:00:00	22:18:34-05:00	b'It was decided by the Lap Dogs that Obama won this #debate before he lost it. Romney won, momentum stays ours. #RomneyRyan2012 #DefeatObama'	1
562	562	2012-10-16 00:00:00	21:41:41-05:00	b'I dont really have a dog in this race but mitt Romney is way better at this debating shit'	1
563	563	2012-10-16 00:00:00	22:20:09-05:00	b'Romney is a bully.'	-1
564	564	2012-10-16 00:00:00	21:34:39-05:00	b'Romney:  Government does not create jobs. Please give me this government job.'	-1
565	565	2012-10-16 00:00:00	21:47:19-05:00	b'Romney supporters are so ignorant.. They just want Obama out the office when clearly Romney cant explain his views.'	0
566	566	2012-10-16 00:00:00	22:19:29-05:00	b'Also remember when Romney said his plan for women was flexible hours so they can cook and clean for the0 families? Because FUCK. #debates'	-1
567	567	2012-10-16 00:00:00	22:17:15-05:00	b'Mitt Romney knows the pain of your middle class females.'	-1
568	568	2012-10-16 00:00:00	21:36:38-05:00	b'I applaud Mitt Romney for his patience. It must be frustrating to be interrupted every time he tries to speak; Unimpressed by the moderator'	1
569	569	2012-10-16 00:00:00	22:20:12-05:00	b'Romney should be president.'	1
570	570	2012-10-16 00:00:00	22:07:25-05:00	b'Obama still out schmoozing with crowd, while Romney is long gone. Because, you know, carbon-based life forms make him uncomfortable.'	-1
571	571	2012-10-16 00:00:00	22:16:42-05:00	b'How totally fucked up that Romney links mass shootings to single parenthood. Wow. Just wow. #debate #debate2012'	-1
572	572	2012-10-16 00:00:00	22:20:21-05:00	b'So Romney has a binder full of women? No little black book?'	-1
573	573	2012-10-16 00:00:00	21:48:49-05:00	b'RT Romney tries to walk back everything he said on #immigration during primaries #debates // which is a good thing'	-1
574	574	2012-10-16 00:00:00	22:24:50-05:00	b'During his Presidency the Deficit is now right under 1.1 trillion dollars! Quit lying Romney!'	-1
575	575	2012-10-16 00:00:00	21:47:28-05:00	b'Does Mitt know what a gallon of milk cost? Does he know what it feels like to tell your kids no cuz you cant afford it? #YouCantRelateToMe'	-1
576	576	2012-10-16 00:00:00	22:09:54-05:00	b'Im suprised Romney let the debate go this late, though. Shouldnt Candy Crowley be home cooking dinner for her family? #debate'	-1
577	577	2012-10-16 00:00:00	22:24:52-05:00	b'I sincerely question the sanity of anyone who supports Mitt Romney. Especially at this point after hes said SOOOO many dumbass things.'	-1
578	578	2012-10-16 00:00:00	21:21:58-05:00	b'Im personally glad Romney said moms and dads and not parent and parent. #debate'	-1
579	579	2012-10-16 00:00:00	21:35:50-05:00	b'Mitt Romney: I care about 100% of the American people. But if youre poor, youre as good as Chinese to me. #47Percent #hofstradebate'	-1
580	580	2012-10-16 00:00:00	21:30:45-05:00	b'Romney said borrow money from your parents for college bitch I can barely get $5 from my mom, what makes you think I can get $30,000?'	-1
581	581	2012-10-16 00:00:00	22:12:10-05:00	b'Oh Romney your sexism and blatant racism would be funny if it werent so real. #Romney The comments about China alone... Bro seriously?'	-1
582	582	2012-10-16 00:00:00	22:19:47-05:00	b'The President talked about women as breadwinners for Americans families; Mitt Romney talked about them as resumes in a binder. #TeamBarack'	-1
583	583	2012-10-16 00:00:00	22:26:28-05:00	b'Romney was a disaster on immigration ...'	-1
584	584	2012-10-16 00:00:00	21:36:41-05:00	b'This final answer by Mitt Romney is excellent. Hes hitting all the points he should hit.'	1
585	585	2012-10-16 00:00:00	22:24:22-05:00	b'Romney has a binder full of women.  You know who else does?  Serial killers.'	-1
586	586	2012-10-16 00:00:00	22:21:45-05:00	b'Obama is definitely sounding better then Romney Romney makes no sense on his math or how he is goin to enforce his plan a'	1
587	587	2012-10-16 00:00:00	22:28:56-05:00	b'#debates Romney debated 2, Cowly & Obama. Did very well. Want a spin master & more of the same. Vote Obama. Want America back vote Romney.'	0
588	588	2012-10-16 00:00:00	22:24:53-05:00	b'I have to say it again folks! OBAMA looks so SMALL next to our NEXT PRESIDENT of these UNITED STATES of AMERICA! MITT ROMNEY! GOD BLESS MITT'	1
589	589	2012-10-16 00:00:00	22:29:08-05:00	b'Cant wait for Mitt to bring the iPhone factories to my neighborhood.  I totally need a job that pays a dollar per day.'	-1
590	590	2012-10-16 00:00:00	21:16:18-05:00	b'Romneys Libya comments display the patriotism of someone who keeps his money in Switzerland. #debate'	1
591	591	2012-10-16 00:00:00	22:07:37-05:00	b'seriously though mitt romneys voice is FUCKING terrifying.'	-1
592	592	2012-10-16 00:00:00	21:01:56-05:00	b'Romneys immigration plan is going door to door with a Benjamin Moore Paint sample. If youre darker than Burnt Sienna, youre gone. #debate'	-1
593	593	2012-10-16 00:00:00	21:55:57-05:00	b'Were we the only ones who found Romneys immigration comments about his father being born in Mexico strange?'	-1
594	594	2012-10-16 00:00:00	21:03:13-05:00	b'Mitt Romneys immigration plan is apparently to send them to fight wars. Illegal immigrants for illegal wars! #MocktheVote'	-1
595	595	2012-10-16 00:00:00	21:05:46-05:00	b'Mitt Romneys campaign is $25 million in debt. This is the guy thats going to fix our economy? #debate'	-1
596	596	2012-10-16 00:00:00	21:54:50-05:00	b'Chris Hayes is right, Romneys disrespect for the rules is a continuation of the Republicans view that they are above We the Peoples laws.'	-1
597	597	2012-10-16 00:00:00	21:09:06-05:00	b'My mom used to make $8.11 an hour. Romney isnt the answer for MY family. MY family works to maintain stability.'	-1
598	598	2012-10-16 00:00:00	21:07:29-05:00	b'Mitt Romney should of used a little more Touch of Grey tonight. His ha0 isnt looking as perfect as last time'	0
599	599	2012-10-16 00:00:00	21:14:43-05:00	b'All of Romneys military strategy comments are random quotes from Call of Duty games.'	-1
600	600	 10/13/2012	 PM 9:0:15	b'Romney seems to be surging in the swing states. It may well be over for Obama but in spite of his record he is doing very well and can win'	0
601	601	 10/13/2012	 PM 11:55:40	b'I dont like Obama what so ever. I dont like Romney that much either but in my mind he is the lesser of two evils.'	-1
602	602	 10/16/2012	 PM 7:59:16	b'MT Romney has 1 Bachelors degree  1 Masters in finance,  1 juris Doc & 5 hon Ph.ds while Obama surrenders his law license(cont)'	1
603	603	 10/16/2012	 PM 7:55:29	b'Ann Romney and Michelle Obama look fabulous as always. Loving the pink on both of them. Partial to Anns fashion necklace.'	0
604	604	 10/16/2012	 PM 7:55:24	b'#Romney will be just as good as the last #debate #Obama will be just as bad as he was at the last debate!#NObama #RomneyRyan2012 #debate'	-1
605	605	 10/16/2012	 PM 7:55:08	b'The budgets for #Obama and #Romneys Campaigns is more than $800 Million.Unemployment rates are high? Oh blame it on Global economic crash!'	-1
606	606	 10/16/2012	 PM 7:54:39	b'The #RealRomney gives more to charity every year than Obama and Biden combined. Yet he doesnt care about poor people.'	0
607	607	 10/16/2012	 7:53:07 PM 	b'Bold prediction ahead of tonights debate: Romney wins or its a tie. Obama cant win  simply because of his record. Its too much baggage.'	0
608	608	2012-10-13 00:00:00	21:01:04	b'Obama 2012 National Policy D0ector James Kvaal breaks down Romneys misleading claims about the national debt:'	-1
609	609	2012-10-13 00:00:00	 9:6:18 PM	b'India Romney closing gap in Ohio as poll numbers  crowds rise'	1
610	610	2012-10-13 00:00:00	21:06:33	b'Mitt Romney Tryin To Stop Healthcare !Thats The Shit I Dont Like !'	-1
611	611	2012-10-13 00:00:00	21:08:58	b'#Romney,/e> win better for economy #tcot #RomneyRyan2012'	1
612	612	2012-10-13 00:00:00	 9:11:51 PM	b'Romneys Bain Replaced American Flag With Chinese Flag While Outsourcing American Jobs #p2 #tcot #romney'	-1
613	613	  10/13/2012	   9:17:10 PM	b'PaulRyanVP Thank God for you and Mitt Romney. Excellent job in the debate. You demonstrated respect and patience. Proud to support you :)'	1
614	614	2012-10-13 00:00:00	21:21:49	b'As Election Day nears  Romney crowds are surging Keep the momentum going..'	1
615	615	2012-10-13 00:00:00	21:26:22	b'If youre voting for Mitt Romney... Fuck you.'	-1
616	616	2012-10-13 00:00:00	21:26:39	b'Romney doesnt even care about culture war issues though. He is a phony through-and-through.'	-1
617	617	2012-10-13 00:00:00	  9:30:39 PM	b'#sensata Mitt Romney is a heartless plutocrat'	-1
618	618	2012-10-13 00:00:00	21:32:16	b'#sensata is REAL! we must cover this! Mitt Romney is a vulture capitalist!'	-1
619	619	2012-10-13 00:00:00	21:40:26	b'I really dont ever voice my opinion on politics  but if you are a woman supporting Romney... WHAT THE FUCK YA DOING G0L'	-1
620	620	2012-10-13 00:00:00	 9:40:57 PM	b'#Romney faults Obama administration on China policy despite his history of outsourcing to low-wage countries like China'	-1
621	621	2012-10-13 00:00:00	21:49:34	b'Moodys Chief Economist On Romneys Tax Plan: The Arithmetic Doesnt Work via @thinkprogress'	-1
622	622	2012-10-13 00:00:00	22:03:41	b'You can count on Romney and the Republicans to get tough with China once they regain control of Congress'	1
623	623	2012-10-13 00:00:00	22:12:00	b'- Technically speaking  these consp0acy kooks could help Romney get more libertarian votes. @Demz4Romney'	0
624	624	 10/13/2012  10:12:36  PM		b'If you vote for Obama at least shit goin stay the same. Romney goin fuck some shit up.'	-1
625	625	2012-10-13 00:00:00	22:14:50	b'Million Muppet March Planned To Defend PBS After Romney Big B0d Comments via @huffingtonpost'	-1
626	626	2012-10-13 00:00:00	 10:20:01  PM	b'Let Romney win and I promise Ill start a riot everywhere I go'	-1
627	627	2012-10-13 00:00:00	22:22:33	b'#masd0in Romney And Allies Greatly Outpace Obama In Ad Spending As Election Closes #news'	0
628	628	2012-10-13 00:00:00	22:21:00	b'Talking about PCs and macs is like talking about Romney and Obama. Drama'	0
629	629	2012-10-13 00:00:00	22:23:19	b'Im going to vote for Governor Romney.  I think he has the potential to be a very good president in this country. ~ Democrat Artur Davis'	1
630	630	2012-10-13 00:00:00	22:24:11	b'Romney  Ryan Call China Cheaters -Romney and Ryan tag China as global economic cheaters  and accuse the Obama admin...'	0
631	631	 10/13/2012  	22:45:36	b'Romneys Bain Selling Out American Workers to China: via @youtube'	-1
632	632	2012-10-13 00:00:00	22:46:32	b'If Americans vote Romney into power... itll be a country digging its own grave.'	-1
633	633	 10/13/2012  	23:06:54	b'MT #Sensata Im not going to STOP tweeting it until the MSM brings it up.. #Romney is killing US jobs.. With his 51% interest'	-1
634	634	 10/13/2012  	23:11:16	b'Mitt Romneys Selling Jobs Overseas Right Now While Promising You Jobs Here. What Makes You Think He Knows Who The Cheaters Are? #Sensata'	-1
635	635	 10/13/2012  	23:13:37	b'Romney/Ryan plan will cut Autism and Special needs programs by 27.5%  while  funding Chinese Commissary companies for Prisons.'	-1
636	636	2012-10-13 00:00:00	23:18:39	b'We dance/art teachers are going to lose our small biz because Romney/Bain outsource US jobs to China.. #Sensata ..NO way #ROMNEY'	-1
637	637	 10/13/2012  	23:23:39	b'If Romney becomes president were all gonna have to start reading the Terms & Conditions. We might be  agreeing to slavery and not even know'	-1
638	638	 10/13/2012  	23:25:19	b'Just saw an Obama add that said we cant trust Romney in office. We trusted Obama with it for four years and he didnt do ANYTHING.'	0
639	639	 10/13/2012  	23:30:55	b'If Mitt Romney wins the election  I volunteer as tribute for the Hunger Games #basically @LanieDoe'	-1
640	640	 10/13/2012  	23:39:08	b'It really ISNT a class issue. Very rich or very poor. youre going to have more money 4 years from now with Obama than with Romney'	0
641	641	 10/13/2012  	23:42:22	b'A Mitt presidency is good for the very well off only. Romney/Ryan will hurt the middle class & poor. Do u care about them???'	-1
642	642	2012-10-13 00:00:00	23:45:34	b'As I said earlier  if I lived in a swing state  Romney would get my vote. However  living in LA I can be more choosy when voting'	0
643	643	2012-10-13 00:00:00	23:46:33	b'As Massachusetts Governor  Romney Was Often Away'	-1
644	644	2012-10-13 00:00:00	 11:48:05   PM	b'if your argument is Obama sucks or Romneys garbage i have NO respect for you.'	0
645	645	2012-10-13 00:00:00	 11:51:30  PM	b'Boston Globe: Romney Economics didnt work  slower job growth in MA - 47th out of 50 states in job creation. 7/29/07'	-1
646	646	2012-10-13 00:00:00	23:53:46	b'vote for change  things have not gotten any better  a vote for Romney is a vote for success'	1
647	647	2012-10-14 00:00:00	00:00:01	b'Mitt Romney Wife Look Like Da Bride Of Chucky'	0
648	648	2012-10-14 00:00:00	 0:3:24  AM	b'Its gonna be funny when Romney wins the popular vote but cant control electoral college like he did at RNC'	-1
649	649	2012-10-14 00:00:00	00:05:49	b'are you with the billdeburgers i saw obama at the secret meeting at the summit'	-1
650	650	 10/14/2012  	00:09:00	b'So very true  but many will vote for a th0d party candidate  which will help Obama  not Romney.'	0
651	651	 10/14/2012  	00:11:24	b'Attention #Americans. If #Romney gets elected you are all welcome to relocate up to #Canada. Romney; special elite percentage #whataloser'	-1
652	652	 10/14/2012  	00:13:42	b'MT Freeport Illinois ..I will be there to tell the country who Mitt Romney is and what he has done to families. | #Sensata #Romney'	-1
653	653	2012-10-14 00:00:00	 0:18:13  AM	b'Mitch Romney does not support in keeping jobs in U.S in company he has stock in  jobs being since to China..'	-1
654	654	2012-10-14 00:00:00	00:28:16	b'Obama And Romney Differ Over How To Support Tech Startups via @HuffPostTech'	0
655	655	2012-10-14 00:00:00	00:30:47	b'Mitt Romney Often Away When He Was Governor -'	-1
656	656	 10/14/2012  	0:34:11  AM	b'If Romney becomes president  Ill probably move to like Canada or something'	-1
657	657	2012-10-14 00:00:00	00:35:24	b'Voters now see Romney as a likeable leader | Fox News via #RomneyRyan2012 #WeBelieveInAmerica @MittRomney'	1
658	658	2012-10-14 00:00:00	 2:51:02  AM	b'Mitt Romney Told 27 Lies in 1st Debate: via @youtube'	-1
659	659	 10/14/2012  	03:56:30	b'Romney can barely contain and hide his disgust & disdain for average folks. Hes grossly transparent.'	-1
660	660	2012-10-14 00:00:00	 4:17:33  AM	b'Campaign issues 2012: Barack Obama  Mitt Romney differ on education -'	-1
661	661	2012-10-14 00:00:00	 4:53:53  AM	b'Romneys Tax Plan STILL Fails the Test of Basic Math | Alternet'	-1
662	662	2012-10-14 00:00:00	 4:57:36   AM	b'2nd coming of George Bush more or less sums it up. RT I am still trying to figure out Mitt Romneys policies.'	0
663	663	2012-10-14 00:00:00	05:34:03	b'9 things that show Romney is morally bankrupt. #AnythingForMoney'	-1
664	664	2012-10-14 00:00:00	 5:45:08  AM	b'60 Minutes-THE TRUTH. Neither Romney or Obama were truthful. Romney said Obama was responsible for Congress being broken; its been broken'	0
665	665	 10/14/2012  	06:06:23	b'Every new day is another chance Mitt Romney tell more lies @latimes'	-1
